"","Day","tavg_cM","Month","Site_code","cmd_cM","tmin_cM","Date","Year","ppt_cM","tmax_cM"
"1789","1",6.9,1,"DC 11",0,2.4,2016-01-01,2016,397,11.3
"1790","1",11,2,"DC 11",0,4.3,2016-02-01,2016,106,17.7
"1791","1",10.1,3,"DC 11",0,4.7,2016-03-01,2016,457,15.5
"1792","1",13.6,4,"DC 11",0,6.9,2016-04-01,2016,110,20.4
"1793","1",16,5,"DC 11",80,9.3,2016-05-01,2016,54,22.8
"1794","1",21.7,6,"DC 11",173,13.4,2016-06-01,2016,3,30
"1795","1",24.2,7,"DC 11",189,15.8,2016-07-01,2016,1,32.6
"1796","1",24.2,8,"DC 11",173,15.5,2016-08-01,2016,1,33
"1797","1",20.9,9,"DC 11",124,12.6,2016-09-01,2016,1,29.3
"1798","1",14.2,10,"DC 11",0,8.3,2016-10-01,2016,290,20.2
"1799","1",10.9,11,"DC 11",0,5.1,2016-11-01,2016,180,16.8
"1800","1",6.5,12,"DC 11",0,1.1,2016-12-01,2016,324,11.9
"1801","1",6.8,1,"DC 12",0,2.4,2016-01-01,2016,399,11.3
"1802","1",10.9,2,"DC 12",0,4.3,2016-02-01,2016,106,17.6
"1803","1",10.1,3,"DC 12",0,4.7,2016-03-01,2016,458,15.5
"1804","1",13.6,4,"DC 12",0,6.8,2016-04-01,2016,110,20.4
"1805","1",16,5,"DC 12",80,9.3,2016-05-01,2016,54,22.7
"1806","1",21.6,6,"DC 12",173,13.4,2016-06-01,2016,3,29.9
"1807","1",24.1,7,"DC 12",189,15.7,2016-07-01,2016,1,32.5
"1808","1",24.2,8,"DC 12",173,15.4,2016-08-01,2016,1,33
"1809","1",20.9,9,"DC 12",124,12.5,2016-09-01,2016,1,29.3
"1810","1",14.2,10,"DC 12",0,8.2,2016-10-01,2016,291,20.1
"1811","1",10.9,11,"DC 12",0,5,2016-11-01,2016,180,16.7
"1812","1",6.5,12,"DC 12",0,1.1,2016-12-01,2016,325,11.9
"1813","1",6.8,1,"DC 13",0,2.3,2016-01-01,2016,400,11.2
"1814","1",10.9,2,"DC 13",0,4.3,2016-02-01,2016,107,17.6
"1815","1",10,3,"DC 13",0,4.6,2016-03-01,2016,459,15.5
"1816","1",13.6,4,"DC 13",0,6.8,2016-04-01,2016,111,20.3
"1817","1",16,5,"DC 13",80,9.3,2016-05-01,2016,54,22.7
"1818","1",21.6,6,"DC 13",173,13.3,2016-06-01,2016,3,29.9
"1819","1",24.1,7,"DC 13",189,15.7,2016-07-01,2016,1,32.5
"1820","1",24.2,8,"DC 13",173,15.4,2016-08-01,2016,1,32.9
"1821","1",20.9,9,"DC 13",124,12.5,2016-09-01,2016,1,29.2
"1822","1",14.2,10,"DC 13",0,8.2,2016-10-01,2016,291,20.1
"1823","1",10.8,11,"DC 13",0,5,2016-11-01,2016,180,16.7
"1824","1",6.5,12,"DC 13",0,1,2016-12-01,2016,326,11.9
"1825","1",8.2,1,"DC 15",0,3.9,2016-01-01,2016,287,12.5
"1826","1",12.6,2,"DC 15",0,6.2,2016-02-01,2016,73,19.1
"1827","1",12,3,"DC 15",0,6.7,2016-03-01,2016,347,17.3
"1828","1",15.4,4,"DC 15",29,8.8,2016-04-01,2016,81,21.9
"1829","1",18.1,5,"DC 15",101,11.3,2016-05-01,2016,41,24.8
"1830","1",23.4,6,"DC 15",182,15,2016-06-01,2016,3,31.8
"1831","1",25.9,7,"DC 15",200,17.3,2016-07-01,2016,1,34.5
"1832","1",25.5,8,"DC 15",179,16.7,2016-08-01,2016,1,34.3
"1833","1",22.5,9,"DC 15",128,14.3,2016-09-01,2016,1,30.7
"1834","1",15.9,10,"DC 15",0,10.2,2016-10-01,2016,220,21.5
"1835","1",12.5,11,"DC 15",0,6.8,2016-11-01,2016,146,18.3
"1836","1",7.7,12,"DC 15",0,2.6,2016-12-01,2016,238,12.9
"1837","1",8.3,1,"DC 16",0,4.3,2016-01-01,2016,261,12.2
"1838","1",13,2,"DC 16",0,6.8,2016-02-01,2016,67,19.3
"1839","1",12.5,3,"DC 16",0,7.4,2016-03-01,2016,309,17.7
"1840","1",16,4,"DC 16",45,9.4,2016-04-01,2016,67,22.6
"1841","1",18.8,5,"DC 16",109,11.9,2016-05-01,2016,37,25.7
"1842","1",24,6,"DC 16",187,15.4,2016-06-01,2016,3,32.6
"1843","1",26.6,7,"DC 16",206,17.7,2016-07-01,2016,0,35.5
"1844","1",25.9,8,"DC 16",182,16.9,2016-08-01,2016,1,34.8
"1845","1",22.9,9,"DC 16",129,14.7,2016-09-01,2016,0,31.1
"1846","1",16.2,10,"DC 16",0,10.6,2016-10-01,2016,192,21.8
"1847","1",12.8,11,"DC 16",0,7.3,2016-11-01,2016,129,18.3
"1848","1",7.8,12,"DC 16",0,3.1,2016-12-01,2016,207,12.6
"1849","1",6,1,"DC 1",0,1.1,2021-01-01,2021,221,11
"1850","1",6.2,2,"DC 1",0,0.4,2021-02-01,2021,139,12
"1851","1",7,3,"DC 1",0,0.6,2021-03-01,2021,164,13.4
"1852","1",12.5,4,"DC 1",73,4.7,2021-04-01,2021,36,20.2
"1853","1",16,5,"DC 1",142,8,2021-05-01,2021,5,24.1
"1854","1",21.6,6,"DC 1",175,13.1,2021-06-01,2021,3,30.2
"1855","1",25,7,"DC 1",193,16.6,2021-07-01,2021,1,33.4
"1856","1",23.4,8,"DC 1",167,14.9,2021-08-01,2021,1,31.9
"1857","1",21,9,"DC 1",105,12.5,2021-09-01,2021,22,29.6
"1858","1",12.2,10,"DC 1",0,5.9,2021-10-01,2021,362,18.5
"1859","1",10.8,11,"DC 1",0,4.9,2021-11-01,2021,90,16.6
"1860","1",4.6,12,"DC 1",0,0.4,2021-12-01,2021,518,8.8
"1861","1",7.5,1,"DC 2",0,2,2021-01-01,2021,215,13
"1862","1",7.7,2,"DC 2",0,1.5,2021-02-01,2021,137,14
"1863","1",8.3,3,"DC 2",0,1.7,2021-03-01,2021,165,15
"1864","1",13.7,4,"DC 2",80,5.8,2021-04-01,2021,34,21.5
"1865","1",17.3,5,"DC 2",149,9.2,2021-05-01,2021,4,25.4
"1866","1",22.8,6,"DC 2",182,14.2,2021-06-01,2021,3,31.4
"1867","1",26.4,7,"DC 2",198,18.1,2021-07-01,2021,1,34.7
"1868","1",24.9,8,"DC 2",173,16.4,2021-08-01,2021,1,33.3
"1869","1",22.4,9,"DC 2",110,13.7,2021-09-01,2021,21,31
"1870","1",13.6,10,"DC 2",0,7,2021-10-01,2021,310,20.1
"1871","1",12,11,"DC 2",0,5.7,2021-11-01,2021,90,18.2
"1872","1",6,12,"DC 2",0,1.3,2021-12-01,2021,479,10.8
"1873","1",8,1,"DC 4",0,2.5,2021-01-01,2021,202,13.5
"1874","1",8.3,2,"DC 4",0,2.1,2021-02-01,2021,127,14.6
"1875","1",8.9,3,"DC 4",0,2.2,2021-03-01,2021,160,15.5
"1876","1",14.2,4,"DC 4",83,6.4,2021-04-01,2021,33,21.9
"1877","1",17.8,5,"DC 4",150,9.8,2021-05-01,2021,3,25.8
"1878","1",23.3,6,"DC 4",183,14.8,2021-06-01,2021,3,31.9
"1879","1",26.9,7,"DC 4",199,18.6,2021-07-01,2021,1,35.1
"1880","1",25.4,8,"DC 4",174,17,2021-08-01,2021,1,33.7
"1881","1",22.9,9,"DC 4",110,14.4,2021-09-01,2021,22,31.4
"1882","1",14.1,10,"DC 4",0,7.6,2021-10-01,2021,304,20.6
"1883","1",12.5,11,"DC 4",0,6.3,2021-11-01,2021,90,18.8
"1884","1",6.6,12,"DC 4",0,1.9,2021-12-01,2021,457,11.4
"1885","1",9.1,1,"DC 6",0,3.8,2021-01-01,2021,150,14.4
"1886","1",10.1,2,"DC 6",0,4.1,2021-02-01,2021,93,16.1
"1887","1",10.6,3,"DC 6",0,4.1,2021-03-01,2021,126,17.1
"1888","1",15.8,4,"DC 6",97,8.1,2021-04-01,2021,24,23.6
"1889","1",19.8,5,"DC 6",162,11.7,2021-05-01,2021,2,27.9
"1890","1",24.9,6,"DC 6",194,16,2021-06-01,2021,3,33.7
"1891","1",28.4,7,"DC 6",212,19.7,2021-07-01,2021,1,37.1
"1892","1",26.7,8,"DC 6",182,18.1,2021-08-01,2021,1,35.2
"1893","1",24.3,9,"DC 6",122,15.8,2021-09-01,2021,14,32.8
"1894","1",15.7,10,"DC 6",0,9.4,2021-10-01,2021,237,22
"1895","1",13.8,11,"DC 6",0,7.7,2021-11-01,2021,76,19.9
"1896","1",7.7,12,"DC 6",0,3.4,2021-12-01,2021,345,12
"1897","1",9,1,"DC 8",0,4,2021-01-01,2021,137,14
"1898","1",10.3,2,"DC 8",0,4.5,2021-02-01,2021,88,16.1
"1899","1",11,3,"DC 8",0,4.6,2021-03-01,2021,115,17.3
"1900","1",16.2,4,"DC 8",102,8.4,2021-04-01,2021,21,23.9
"1901","1",20.3,5,"DC 8",166,12.1,2021-05-01,2021,1,28.6
"1902","1",25.2,6,"DC 8",197,16.3,2021-06-01,2021,2,34.2
"1903","1",28.7,7,"DC 8",215,19.9,2021-07-01,2021,0,37.6
"1904","1",26.8,8,"DC 8",183,18.2,2021-08-01,2021,1,35.4
"1905","1",24.4,9,"DC 8",125,15.9,2021-09-01,2021,12,32.8
"1906","1",15.9,10,"DC 8",0,9.7,2021-10-01,2021,214,22.1
"1907","1",13.8,11,"DC 8",0,7.9,2021-11-01,2021,68,19.7
"1908","1",7.6,12,"DC 8",0,3.6,2021-12-01,2021,302,11.6
"1909","1",9,1,"DC 9",0,4,2021-01-01,2021,136,13.9
"1910","1",10.3,2,"DC 9",0,4.6,2021-02-01,2021,87,16.1
"1911","1",11,3,"DC 9",0,4.6,2021-03-01,2021,114,17.3
"1912","1",16.2,4,"DC 9",102,8.5,2021-04-01,2021,21,23.9
"1913","1",20.4,5,"DC 9",166,12.1,2021-05-01,2021,1,28.6
"1914","1",25.3,6,"DC 9",197,16.4,2021-06-01,2021,2,34.2
"1915","1",28.8,7,"DC 9",215,19.9,2021-07-01,2021,0,37.6
"1916","1",26.8,8,"DC 9",183,18.2,2021-08-01,2021,1,35.4
"1917","1",24.4,9,"DC 9",125,15.9,2021-09-01,2021,11,32.8
"1918","1",15.9,10,"DC 9",0,9.7,2021-10-01,2021,212,22.1
"1919","1",13.8,11,"DC 9",0,7.9,2021-11-01,2021,67,19.7
"1920","1",7.6,12,"DC 9",0,3.6,2021-12-01,2021,299,11.6
"1921","1",7.7,1,"DC 11",0,2.1,2021-01-01,2021,210,13.2
"1922","1",7.9,2,"DC 11",0,1.7,2021-02-01,2021,134,14.1
"1923","1",8.5,3,"DC 11",0,1.9,2021-03-01,2021,164,15.1
"1924","1",13.8,4,"DC 11",81,6,2021-04-01,2021,34,21.6
"1925","1",17.4,5,"DC 11",149,9.4,2021-05-01,2021,3,25.5
"1926","1",23,6,"DC 11",182,14.4,2021-06-01,2021,3,31.5
"1927","1",26.5,7,"DC 11",198,18.2,2021-07-01,2021,1,34.8
"1928","1",25,8,"DC 11",173,16.6,2021-08-01,2021,1,33.4
"1929","1",22.5,9,"DC 11",110,14,2021-09-01,2021,22,31.1
"1930","1",13.7,10,"DC 11",0,7.2,2021-10-01,2021,307,20.3
"1931","1",12.1,11,"DC 11",0,5.9,2021-11-01,2021,90,18.4
"1932","1",6.2,12,"DC 11",0,1.5,2021-12-01,2021,472,11
"1933","1",7.6,1,"DC 12",0,2.1,2021-01-01,2021,211,13.1
"1934","1",7.9,2,"DC 12",0,1.7,2021-02-01,2021,135,14.1
"1935","1",8.4,3,"DC 12",0,1.8,2021-03-01,2021,164,15
"1936","1",13.8,4,"DC 12",80,5.9,2021-04-01,2021,34,21.6
"1937","1",17.4,5,"DC 12",149,9.4,2021-05-01,2021,3,25.4
"1938","1",22.9,6,"DC 12",182,14.4,2021-06-01,2021,3,31.5
"1939","1",26.5,7,"DC 12",197,18.2,2021-07-01,2021,1,34.7
"1940","1",24.9,8,"DC 12",172,16.6,2021-08-01,2021,1,33.3
"1941","1",22.5,9,"DC 12",109,13.9,2021-09-01,2021,22,31
"1942","1",13.7,10,"DC 12",0,7.2,2021-10-01,2021,307,20.2
"1943","1",12.1,11,"DC 12",0,5.9,2021-11-01,2021,90,18.3
"1944","1",6.2,12,"DC 12",0,1.4,2021-12-01,2021,474,10.9
"1945","1",7.6,1,"DC 13",0,2.1,2021-01-01,2021,212,13.1
"1946","1",7.8,2,"DC 13",0,1.6,2021-02-01,2021,136,14
"1947","1",8.4,3,"DC 13",0,1.8,2021-03-01,2021,164,15
"1948","1",13.7,4,"DC 13",80,5.9,2021-04-01,2021,34,21.5
"1949","1",17.4,5,"DC 13",149,9.4,2021-05-01,2021,3,25.4
"1950","1",22.9,6,"DC 13",182,14.3,2021-06-01,2021,3,31.5
"1951","1",26.4,7,"DC 13",197,18.2,2021-07-01,2021,1,34.7
"1952","1",24.9,8,"DC 13",172,16.6,2021-08-01,2021,1,33.3
"1953","1",22.4,9,"DC 13",109,13.9,2021-09-01,2021,21,31
"1954","1",13.7,10,"DC 13",0,7.1,2021-10-01,2021,307,20.2
"1955","1",12.1,11,"DC 13",0,5.8,2021-11-01,2021,90,18.3
"1956","1",6.1,12,"DC 13",0,1.4,2021-12-01,2021,475,10.9
"1957","1",8.9,1,"DC 15",0,3.6,2021-01-01,2021,156,14.3
"1958","1",9.8,2,"DC 15",0,3.8,2021-02-01,2021,97,15.8
"1959","1",10.3,3,"DC 15",0,3.8,2021-03-01,2021,129,16.8
"1960","1",15.5,4,"DC 15",96,7.8,2021-04-01,2021,24,23.1
"1961","1",19.5,5,"DC 15",159,11.4,2021-05-01,2021,2,27.5
"1962","1",24.5,6,"DC 15",191,15.8,2021-06-01,2021,2,33.2
"1963","1",28,7,"DC 15",207,19.5,2021-07-01,2021,1,36.5
"1964","1",26.4,8,"DC 15",179,18,2021-08-01,2021,1,34.7
"1965","1",23.9,9,"DC 15",120,15.6,2021-09-01,2021,15,32.3
"1966","1",15.4,10,"DC 15",0,9.2,2021-10-01,2021,245,21.7
"1967","1",13.6,11,"DC 15",0,7.4,2021-11-01,2021,77,19.7
"1968","1",7.5,12,"DC 15",0,3.1,2021-12-01,2021,353,11.9
"1969","1",9,1,"DC 16",0,4,2021-01-01,2021,140,14
"1970","1",10.3,2,"DC 16",0,4.5,2021-02-01,2021,89,16.1
"1971","1",10.9,3,"DC 16",0,4.5,2021-03-01,2021,117,17.3
"1972","1",16.1,4,"DC 16",100,8.4,2021-04-01,2021,22,23.8
"1973","1",20.2,5,"DC 16",165,12,2021-05-01,2021,1,28.4
"1974","1",25.1,6,"DC 16",196,16.3,2021-06-01,2021,2,34
"1975","1",28.6,7,"DC 16",214,19.9,2021-07-01,2021,0,37.4
"1976","1",26.7,8,"DC 16",182,18.2,2021-08-01,2021,1,35.3
"1977","1",24.3,9,"DC 16",124,15.9,2021-09-01,2021,12,32.7
"1978","1",15.8,10,"DC 16",0,9.6,2021-10-01,2021,218,22
"1979","1",13.8,11,"DC 16",0,7.9,2021-11-01,2021,70,19.7
"1980","1",7.6,12,"DC 16",0,3.5,2021-12-01,2021,308,11.7
"1981","1",7.4,1,"DC 1",17,1.4,2022-01-01,2022,20,13.4
"1982","1",7.8,2,"DC 1",37,0.9,2022-02-01,2022,12,14.7
"1983","1",9.9,3,"DC 1",0,3.2,2022-03-01,2022,77,16.7
"1984","1",10.2,4,"DC 1",0,3.5,2022-04-01,2022,220,16.9
"1985","1",14,5,"DC 1",104,6.4,2022-05-01,2022,30,21.7
"1986","1",19.5,6,"DC 1",120,11.7,2022-06-01,2022,40,27.2
"1987","1",23.3,7,"DC 1",184,15,2022-07-01,2022,1,31.6
"1988","1",24.2,8,"DC 1",167,15.7,2022-08-01,2022,5,32.7
"1989","1",21.5,9,"DC 1",65,13.7,2022-09-01,2022,56,29.2
"1990","1",17,10,"DC 1",84,9.2,2022-10-01,2022,1,24.9
"1991","1",6.3,11,"DC 1",0,0.3,2022-11-01,2022,192,12.2
"1992","1",4.2,12,"DC 1",0,-0.2,2022-12-01,2022,573,8.5
"1993","1",8.7,1,"DC 2",18,2.2,2022-01-01,2022,22,15.3
"1994","1",9.3,2,"DC 2",43,1.9,2022-02-01,2022,10,16.7
"1995","1",11.2,3,"DC 2",0,4.2,2022-03-01,2022,83,18.3
"1996","1",11.5,4,"DC 2",0,4.7,2022-04-01,2022,203,18.3
"1997","1",15.3,5,"DC 2",111,7.6,2022-05-01,2022,29,23.1
"1998","1",20.8,6,"DC 2",130,13.1,2022-06-01,2022,37,28.6
"1999","1",24.7,7,"DC 2",190,16.5,2022-07-01,2022,1,33
"2000","1",25.6,8,"DC 2",173,17.1,2022-08-01,2022,5,34.1
"2001","1",22.8,9,"DC 2",69,15,2022-09-01,2022,57,30.6
"2002","1",18.3,10,"DC 2",89,10.2,2022-10-01,2022,1,26.5
"2003","1",7.7,11,"DC 2",0,1.3,2022-11-01,2022,190,14
"2004","1",5.6,12,"DC 2",0,0.6,2022-12-01,2022,522,10.5
"2005","1",9.3,1,"DC 4",20,2.7,2022-01-01,2022,22,15.8
"2006","1",9.9,2,"DC 4",45,2.5,2022-02-01,2022,9,17.3
"2007","1",11.8,3,"DC 4",1,4.8,2022-03-01,2022,83,18.8
"2008","1",12,4,"DC 4",0,5.3,2022-04-01,2022,193,18.7
"2009","1",15.9,5,"DC 4",114,8.2,2022-05-01,2022,28,23.5
"2010","1",21.4,6,"DC 4",134,13.7,2022-06-01,2022,35,29.1
"2011","1",25.3,7,"DC 4",191,17.1,2022-07-01,2022,1,33.4
"2012","1",26.1,8,"DC 4",175,17.7,2022-08-01,2022,4,34.6
"2013","1",23.3,9,"DC 4",67,15.7,2022-09-01,2022,60,31
"2014","1",18.9,10,"DC 4",90,10.8,2022-10-01,2022,1,26.9
"2015","1",8.3,11,"DC 4",0,1.9,2022-11-01,2022,188,14.7
"2016","1",6.2,12,"DC 4",0,1.2,2022-12-01,2022,497,11.1
"2017","1",10.2,1,"DC 6",23,3.8,2022-01-01,2022,19,16.6
"2018","1",11.6,2,"DC 6",52,4.2,2022-02-01,2022,6,18.9
"2019","1",13.6,3,"DC 6",18,6.6,2022-03-01,2022,70,20.5
"2020","1",13.7,4,"DC 6",0,7,2022-04-01,2022,136,20.4
"2021","1",17.9,5,"DC 6",131,10.1,2022-05-01,2022,21,25.7
"2022","1",23.1,6,"DC 6",149,15.2,2022-06-01,2022,30,31.1
"2023","1",26.9,7,"DC 6",204,18.3,2022-07-01,2022,0,35.4
"2024","1",27.4,8,"DC 6",185,18.7,2022-08-01,2022,3,36.1
"2025","1",24.7,9,"DC 6",92,17,2022-09-01,2022,40,32.4
"2026","1",20.4,10,"DC 6",93,12.5,2022-10-01,2022,1,28.3
"2027","1",9.8,11,"DC 6",0,3.4,2022-11-01,2022,156,16.1
"2028","1",7.3,12,"DC 6",0,2.8,2022-12-01,2022,366,11.8
"2029","1",10.1,1,"DC 8",23,4,2022-01-01,2022,18,16.1
"2030","1",11.8,2,"DC 8",52,4.6,2022-02-01,2022,5,19
"2031","1",14,3,"DC 8",22,7.2,2022-03-01,2022,66,20.7
"2032","1",14.1,4,"DC 8",0,7.5,2022-04-01,2022,117,20.7
"2033","1",18.4,5,"DC 8",137,10.5,2022-05-01,2022,19,26.4
"2034","1",23.6,6,"DC 8",157,15.5,2022-06-01,2022,26,31.7
"2035","1",27.2,7,"DC 8",207,18.5,2022-07-01,2022,0,35.9
"2036","1",27.5,8,"DC 8",186,18.7,2022-08-01,2022,2,36.3
"2037","1",24.8,9,"DC 8",99,17.1,2022-09-01,2022,32,32.5
"2038","1",20.5,10,"DC 8",93,12.7,2022-10-01,2022,1,28.3
"2039","1",9.9,11,"DC 8",0,3.7,2022-11-01,2022,139,16.1
"2040","1",7.2,12,"DC 8",0,3,2022-12-01,2022,318,11.5
"2041","1",10,1,"DC 9",23,4,2022-01-01,2022,18,16.1
"2042","1",11.8,2,"DC 9",52,4.6,2022-02-01,2022,5,18.9
"2043","1",14,3,"DC 9",23,7.2,2022-03-01,2022,65,20.7
"2044","1",14.1,4,"DC 9",0,7.5,2022-04-01,2022,115,20.8
"2045","1",18.5,5,"DC 9",137,10.6,2022-05-01,2022,19,26.4
"2046","1",23.6,6,"DC 9",157,15.6,2022-06-01,2022,25,31.7
"2047","1",27.3,7,"DC 9",207,18.5,2022-07-01,2022,0,36
"2048","1",27.5,8,"DC 9",186,18.7,2022-08-01,2022,2,36.3
"2049","1",24.8,9,"DC 9",100,17.1,2022-09-01,2022,32,32.5
"2050","1",20.5,10,"DC 9",92,12.8,2022-10-01,2022,1,28.3
"2051","1",9.9,11,"DC 9",0,3.7,2022-11-01,2022,138,16.1
"2052","1",7.2,12,"DC 9",0,3,2022-12-01,2022,314,11.4
"2053","1",8.9,1,"DC 11",19,2.3,2022-01-01,2022,22,15.5
"2054","1",9.5,2,"DC 11",44,2.1,2022-02-01,2022,10,16.9
"2055","1",11.4,3,"DC 11",0,4.4,2022-03-01,2022,84,18.4
"2056","1",11.6,4,"DC 11",0,4.9,2022-04-01,2022,200,18.3
"2057","1",15.5,5,"DC 11",112,7.8,2022-05-01,2022,29,23.2
"2058","1",21,6,"DC 11",131,13.3,2022-06-01,2022,36,28.7
"2059","1",24.9,7,"DC 11",190,16.7,2022-07-01,2022,1,33
"2060","1",25.7,8,"DC 11",173,17.3,2022-08-01,2022,4,34.2
"2061","1",22.9,9,"DC 11",68,15.2,2022-09-01,2022,58,30.7
"2062","1",18.5,10,"DC 11",89,10.4,2022-10-01,2022,1,26.6
"2063","1",7.8,11,"DC 11",0,1.5,2022-11-01,2022,190,14.2
"2064","1",5.8,12,"DC 11",0,0.8,2022-12-01,2022,514,10.7
"2065","1",8.9,1,"DC 12",18,2.3,2022-01-01,2022,22,15.4
"2066","1",9.4,2,"DC 12",44,2,2022-02-01,2022,10,16.8
"2067","1",11.4,3,"DC 12",0,4.4,2022-03-01,2022,84,18.3
"2068","1",11.6,4,"DC 12",0,4.8,2022-04-01,2022,201,18.3
"2069","1",15.5,5,"DC 12",112,7.8,2022-05-01,2022,29,23.1
"2070","1",21,6,"DC 12",131,13.2,2022-06-01,2022,36,28.7
"2071","1",24.8,7,"DC 12",189,16.7,2022-07-01,2022,1,33
"2072","1",25.7,8,"DC 12",173,17.2,2022-08-01,2022,5,34.2
"2073","1",22.9,9,"DC 12",68,15.2,2022-09-01,2022,58,30.6
"2074","1",18.4,10,"DC 12",89,10.4,2022-10-01,2022,1,26.5
"2075","1",7.8,11,"DC 12",0,1.4,2022-11-01,2022,190,14.2
"2076","1",5.7,12,"DC 12",0,0.8,2022-12-01,2022,517,10.7
"2077","1",8.8,1,"DC 13",18,2.3,2022-01-01,2022,22,15.4
"2078","1",9.4,2,"DC 13",43,2,2022-02-01,2022,10,16.8
"2079","1",11.3,3,"DC 13",0,4.3,2022-03-01,2022,84,18.3
"2080","1",11.5,4,"DC 13",0,4.8,2022-04-01,2022,201,18.3
"2081","1",15.4,5,"DC 13",112,7.8,2022-05-01,2022,29,23.1
"2082","1",20.9,6,"DC 13",130,13.2,2022-06-01,2022,36,28.7
"2083","1",24.8,7,"DC 13",189,16.6,2022-07-01,2022,1,33
"2084","1",25.7,8,"DC 13",173,17.2,2022-08-01,2022,5,34.1
"2085","1",22.9,9,"DC 13",68,15.1,2022-09-01,2022,58,30.6
"2086","1",18.4,10,"DC 13",89,10.3,2022-10-01,2022,1,26.5
"2087","1",7.8,11,"DC 13",0,1.4,2022-11-01,2022,190,14.1
"2088","1",5.7,12,"DC 13",0,0.7,2022-12-01,2022,518,10.6
"2089","1",10,1,"DC 15",23,3.6,2022-01-01,2022,19,16.5
"2090","1",11.3,2,"DC 15",51,3.9,2022-02-01,2022,6,18.7
"2091","1",13.3,3,"DC 15",14,6.3,2022-03-01,2022,74,20.2
"2092","1",13.4,4,"DC 15",0,6.8,2022-04-01,2022,141,20
"2093","1",17.6,5,"DC 15",129,9.8,2022-05-01,2022,21,25.3
"2094","1",22.8,6,"DC 15",147,15,2022-06-01,2022,29,30.6
"2095","1",26.5,7,"DC 15",199,18.1,2022-07-01,2022,1,34.8
"2096","1",27.1,8,"DC 15",182,18.5,2022-08-01,2022,3,35.6
"2097","1",24.4,9,"DC 15",87,16.8,2022-09-01,2022,43,32
"2098","1",20.1,10,"DC 15",91,12.2,2022-10-01,2022,1,27.9
"2099","1",9.6,11,"DC 15",0,3.2,2022-11-01,2022,158,16
"2100","1",7.1,12,"DC 15",0,2.5,2022-12-01,2022,377,11.7
"2101","1",10.1,1,"DC 16",23,3.9,2022-01-01,2022,18,16.2
"2102","1",11.7,2,"DC 16",52,4.5,2022-02-01,2022,5,18.9
"2103","1",13.9,3,"DC 16",21,7.1,2022-03-01,2022,67,20.7
"2104","1",14,4,"DC 16",0,7.4,2022-04-01,2022,120,20.6
"2105","1",18.3,5,"DC 16",135,10.4,2022-05-01,2022,20,26.2
"2106","1",23.5,6,"DC 16",155,15.5,2022-06-01,2022,26,31.5
"2107","1",27.1,7,"DC 16",206,18.5,2022-07-01,2022,0,35.8
"2108","1",27.4,8,"DC 16",185,18.7,2022-08-01,2022,2,36.2
"2109","1",24.8,9,"DC 16",98,17.1,2022-09-01,2022,34,32.4
"2110","1",20.5,10,"DC 16",92,12.7,2022-10-01,2022,1,28.2
"2111","1",9.9,11,"DC 16",0,3.7,2022-11-01,2022,142,16.1
"2112","1",7.2,12,"DC 16",0,2.9,2022-12-01,2022,325,11.5
